identifier,datestamp,datafield,doi
oai:repo.scoap3.org:13660,2019-08-01T09:42:27Z,DOI10.1007/JHEP01(2016)162,10.1007/jhep01(2016)162
oai:repo.scoap3.org:16210,2019-08-01T09:37:42Z,DOI10.1007/JHEP06(2016)169,10.1007/jhep06(2016)169
oai:repo.scoap3.org:17569,2019-08-01T09:42:27Z,DOI10.1007/JHEP10(2016)087,10.1007/jhep10(2016)087
oai:repo.scoap3.org:13713,2019-08-01T09:42:27Z,DOI10.1007/JHEP01(2016)163,10.1007/jhep01(2016)163
oai:repo.scoap3.org:22770,2019-08-01T09:58:33Z,DOI10.1007/JHEP12(2017)074,10.1007/jhep12(2017)074
oai:repo.scoap3.org:13719,2019-08-01T09:38:43Z,DOI10.1007/JHEP02(2016)005,10.1007/jhep02(2016)005
oai:repo.scoap3.org:22774,2019-08-01T09:39:03Z,DOI10.1007/JHEP12(2017)080,10.1007/jhep12(2017)080
oai:repo.scoap3.org:16980,2019-08-01T09:40:32Z,DOI10.1007/JHEP08(2016)168,10.1007/jhep08(2016)168
oai:repo.scoap3.org:16982,2019-08-01T09:44:10Z,DOI10.1007/JHEP08(2016)122,10.1007/jhep08(2016)122
oai:repo.scoap3.org:17108,2019-08-01T09:51:41Z,DOI10.1007/JHEP09(2016)051,10.1007/jhep09(2016)051
oai:repo.scoap3.org:21479,2019-08-01T09:37:11Z,DOI10.1007/JHEP09(2017)045,10.1007/jhep09(2017)045
oai:repo.scoap3.org:21377,2019-08-01T09:56:32Z,DOI10.1007/JHEP09(2017)008,10.1007/jhep09(2017)008
oai:repo.scoap3.org:17292,2019-08-01T09:52:44Z,DOI10.1007/JHEP09(2016)139,10.1007/jhep09(2016)139
oai:repo.scoap3.org:17293,2019-08-01T09:39:35Z,DOI10.1007/JHEP09(2016)140,10.1007/jhep09(2016)140
oai:repo.scoap3.org:17298,2019-08-01T09:53:32Z,DOI10.1007/JHEP09(2016)136,10.1007/jhep09(2016)136
oai:repo.scoap3.org:24198,2019-08-01T09:54:10Z,DOI10.1007/JHEP03(2018)015,10.1007/jhep03(2018)015
oai:repo.scoap3.org:14853,2019-08-01T09:58:47Z,DOI10.1007/JHEP03(2016)128,10.1007/jhep03(2016)128
oai:repo.scoap3.org:14858,2019-08-01T09:36:05Z,DOI10.1007/JHEP03(2016)130,10.1007/jhep03(2016)130
oai:repo.scoap3.org:13449,2019-08-01T09:42:31Z,DOI10.1007/JHEP01(2016)084,10.1007/jhep01(2016)084
oai:repo.scoap3.org:20838,2019-08-01T09:57:11Z,DOI10.1007/JHEP07(2017)083,10.1007/jhep07(2017)083
oai:repo.scoap3.org:20839,2019-08-01T09:56:41Z,DOI10.1007/JHEP07(2017)084,10.1007/jhep07(2017)084
oai:repo.scoap3.org:20383,2019-08-01T09:53:51Z,DOI10.1007/JHEP06(2017)028,10.1007/jhep06(2017)028
oai:repo.scoap3.org:17584,2019-08-01T09:56:26Z,DOI10.1007/JHEP10(2016)105,10.1007/jhep10(2016)105
oai:repo.scoap3.org:21728,2019-08-01T09:58:47Z,DOI10.1007/JHEP09(2017)144,10.1007/jhep09(2017)144
oai:repo.scoap3.org:21677,2019-08-01T09:44:03Z,DOI10.1007/JHEP09(2017)124,10.1007/jhep09(2017)124
oai:repo.scoap3.org:20614,2019-08-01T09:52:46Z,DOI10.1007/JHEP06(2017)121,10.1007/jhep06(2017)121
oai:repo.scoap3.org:19703,2019-08-01T09:54:31Z,DOI10.1007/JHEP04(2017)055,10.1007/jhep04(2017)055
oai:repo.scoap3.org:22048,2019-08-01T09:37:38Z,DOI10.1007/JHEP10(2017)168,10.1007/jhep10(2017)168
oai:repo.scoap3.org:19064,2019-08-01T09:37:38Z,DOI10.1007/JHEP02(2017)092,10.1007/jhep02(2017)092
oai:repo.scoap3.org:24798,2019-08-01T09:46:56Z,DOI10.1007/JHEP04(2018)006,10.1007/jhep04(2018)006
oai:repo.scoap3.org:21995,2019-08-01T09:54:11Z,DOI10.1007/JHEP10(2017)126,10.1007/jhep10(2017)126
oai:repo.scoap3.org:17076,2019-08-01T09:50:34Z,DOI10.1007/JHEP09(2016)035,10.1007/jhep09(2016)035
oai:repo.scoap3.org:24830,2019-08-01T09:54:55Z,DOI10.1007/JHEP04(2018)013,10.1007/jhep04(2018)013
oai:repo.scoap3.org:13418,2019-08-01T09:57:50Z,DOI10.1007/JHEP01(2016)066,10.1007/jhep01(2016)066
oai:repo.scoap3.org:21586,2019-08-01T09:58:47Z,DOI10.1007/JHEP09(2017)091,10.1007/jhep09(2017)091
oai:repo.scoap3.org:21607,2019-08-01T09:36:27Z,DOI10.1007/JHEP09(2017)092,10.1007/jhep09(2017)092
oai:repo.scoap3.org:13313,2019-08-01T09:37:58Z,DOI10.1007/JHEP01(2016)009,10.1007/jhep01(2016)009
oai:repo.scoap3.org:17672,2019-08-01T09:37:58Z,DOI10.1007/JHEP10(2016)129,10.1007/jhep10(2016)129
oai:repo.scoap3.org:21566,2019-08-01T09:37:47Z,DOI10.1007/JHEP09(2017)086,10.1007/jhep09(2017)086
oai:repo.scoap3.org:15825,2019-08-01T09:35:25Z,DOI10.1007/JHEP05(2016)175,10.1007/jhep05(2016)175
oai:repo.scoap3.org:20367,2019-08-01T09:56:49Z,DOI10.1007/JHEP06(2017)017,10.1007/jhep06(2017)017
oai:repo.scoap3.org:14803,2019-08-01T09:36:48Z,DOI10.1007/JHEP03(2016)094,10.1007/jhep03(2016)094
oai:repo.scoap3.org:14551,2019-08-01T09:38:04Z,DOI10.1007/JHEP02(2016)145,10.1007/jhep02(2016)145
oai:repo.scoap3.org:14804,2019-08-01T09:37:01Z,DOI10.1007/JHEP03(2016)098,10.1007/jhep03(2016)098
oai:repo.scoap3.org:20808,2019-08-01T09:56:36Z,DOI10.1007/JHEP07(2017)064,10.1007/jhep07(2017)064
oai:repo.scoap3.org:23923,2019-08-01T09:35:23Z,DOI10.1007/JHEP02(2018)133,10.1007/jhep02(2018)133
oai:repo.scoap3.org:20565,2019-08-01T09:46:10Z,DOI10.1007/JHEP06(2017)097,10.1007/jhep06(2017)097
oai:repo.scoap3.org:14394,2019-08-01T09:56:54Z,DOI10.1007/JHEP02(2016)109,10.1007/jhep02(2016)109
oai:repo.scoap3.org:14398,2019-08-01T09:46:59Z,DOI10.1007/JHEP02(2016)119,10.1007/jhep02(2016)119
oai:repo.scoap3.org:14399,2019-08-01T09:46:59Z,DOI10.1007/JHEP02(2016)124,10.1007/jhep02(2016)124
oai:repo.scoap3.org:20641,2019-08-01T09:44:12Z,DOI10.1007/JHEP06(2017)139,10.1007/jhep06(2017)139
oai:repo.scoap3.org:18732,2019-08-01T09:38:21Z,DOI10.1007/JHEP01(2017)107,10.1007/jhep01(2017)107
oai:repo.scoap3.org:15730,2019-08-01T09:46:18Z,DOI10.1007/JHEP05(2016)135,10.1007/jhep05(2016)135
oai:repo.scoap3.org:15737,2019-08-01T09:56:54Z,DOI10.1007/JHEP05(2016)136,10.1007/jhep05(2016)136
oai:repo.scoap3.org:17601,2019-08-01T09:53:47Z,DOI10.1007/JHEP10(2016)108,10.1007/jhep10(2016)108
oai:repo.scoap3.org:17603,2019-08-01T09:52:33Z,DOI10.1007/JHEP10(2016)110,10.1007/jhep10(2016)110
oai:repo.scoap3.org:17354,2019-08-01T09:40:03Z,DOI10.1007/JHEP09(2016)165,10.1007/jhep09(2016)165
oai:repo.scoap3.org:21384,2019-08-01T09:38:01Z,DOI10.1007/JHEP09(2017)021,10.1007/jhep09(2017)021
oai:repo.scoap3.org:25127,2019-08-01T09:36:00Z,DOI10.1007/JHEP04(2018)126,10.1007/jhep04(2018)126
oai:repo.scoap3.org:21382,2019-08-01T09:56:33Z,DOI10.1007/JHEP09(2017)017,10.1007/jhep09(2017)017
oai:repo.scoap3.org:19805,2019-08-01T09:56:33Z,DOI10.1007/JHEP04(2017)111,10.1007/jhep04(2017)111
oai:repo.scoap3.org:19801,2019-08-01T09:48:05Z,DOI10.1007/JHEP04(2017)107,10.1007/jhep04(2017)107
oai:repo.scoap3.org:23341,2019-08-01T09:43:17Z,DOI10.1007/JHEP01(2018)135,10.1007/jhep01(2018)135
oai:repo.scoap3.org:25056,2019-08-01T09:43:17Z,DOI10.1007/JHEP04(2018)113,10.1007/jhep04(2018)113
oai:repo.scoap3.org:21002,2019-08-01T09:46:36Z,DOI10.1007/JHEP08(2017)025,10.1007/jhep08(2017)025
oai:repo.scoap3.org:24204,2019-08-01T09:43:06Z,DOI10.1007/JHEP03(2018)024,10.1007/jhep03(2018)024
oai:repo.scoap3.org:15049,2019-08-01T09:49:54Z,DOI10.1007/JHEP04(2016)005,10.1007/jhep04(2016)005
oai:repo.scoap3.org:22508,2019-08-01T09:49:57Z,DOI10.1007/JHEP11(2017)179,10.1007/jhep11(2017)179
oai:repo.scoap3.org:21735,2019-08-01T09:52:07Z,DOI10.1007/JHEP09(2017)152,10.1007/jhep09(2017)152
oai:repo.scoap3.org:18670,2019-08-01T09:38:36Z,DOI10.1007/JHEP01(2017)084,10.1007/jhep01(2017)084
oai:repo.scoap3.org:16380,2019-08-01T09:38:43Z,DOI10.1007/JHEP06(2016)140,10.1007/jhep06(2016)140
oai:repo.scoap3.org:16704,2019-08-01T09:57:50Z,DOI10.1007/JHEP08(2016)040,10.1007/jhep08(2016)040
oai:repo.scoap3.org:19078,2019-08-01T09:52:44Z,DOI10.1007/JHEP02(2017)098,10.1007/jhep02(2017)098
oai:repo.scoap3.org:19079,2019-08-01T09:46:21Z,DOI10.1007/JHEP02(2017)099,10.1007/jhep02(2017)099
oai:repo.scoap3.org:22340,2019-08-01T09:45:33Z,DOI10.1007/JHEP11(2017)075,10.1007/jhep11(2017)075
oai:repo.scoap3.org:16097,2019-08-01T09:50:26Z,DOI10.1007/JHEP06(2016)105,10.1007/jhep06(2016)105
oai:repo.scoap3.org:16094,2019-08-01T09:36:58Z,DOI10.1007/JHEP06(2016)102,10.1007/jhep06(2016)102
oai:repo.scoap3.org:21853,2019-08-01T09:43:13Z,DOI10.1007/JHEP10(2017)055,10.1007/jhep10(2017)055
oai:repo.scoap3.org:20563,2019-08-01T09:46:05Z,DOI10.1007/JHEP06(2017)095,10.1007/jhep06(2017)095
oai:repo.scoap3.org:22234,2019-08-01T09:54:24Z,DOI10.1007/JHEP11(2017)049,10.1007/jhep11(2017)049
oai:repo.scoap3.org:16891,2019-08-01T09:49:38Z,DOI10.1007/JHEP08(2016)123,10.1007/jhep08(2016)123
oai:repo.scoap3.org:14944,2019-08-01T09:44:36Z,DOI10.1007/JHEP03(2016)172,10.1007/jhep03(2016)172
oai:repo.scoap3.org:19495,2019-08-01T09:56:10Z,DOI10.1007/JHEP03(2017)133,10.1007/jhep03(2017)133
oai:repo.scoap3.org:17161,2019-08-01T09:50:07Z,DOI10.1007/JHEP09(2016)083,10.1007/jhep09(2016)083
oai:repo.scoap3.org:23312,2019-08-01T09:40:47Z,DOI10.1007/JHEP01(2018)116,10.1007/jhep01(2018)116
oai:repo.scoap3.org:23313,2019-08-01T09:56:13Z,DOI10.1007/JHEP01(2018)119,10.1007/jhep01(2018)119
oai:repo.scoap3.org:16964,2019-08-01T09:50:07Z,DOI10.1007/JHEP08(2016)165,10.1007/jhep08(2016)165
oai:repo.scoap3.org:13394,2019-08-01T09:50:25Z,DOI10.1007/JHEP01(2016)046,10.1007/jhep01(2016)046
oai:repo.scoap3.org:24533,2019-08-01T09:38:36Z,DOI10.1007/JHEP03(2018)117,10.1007/jhep03(2018)117
oai:repo.scoap3.org:14704,2019-08-01T09:38:36Z,DOI10.1007/JHEP03(2016)055,10.1007/jhep03(2016)055
oai:repo.scoap3.org:14701,2019-08-01T09:53:15Z,DOI10.1007/JHEP03(2016)050,10.1007/jhep03(2016)050
oai:repo.scoap3.org:13399,2019-08-01T09:44:24Z,DOI10.1007/JHEP01(2016)062,10.1007/jhep01(2016)062
oai:repo.scoap3.org:24158,2019-08-01T09:49:57Z,DOI10.1007/JHEP03(2018)011,10.1007/jhep03(2018)011
oai:repo.scoap3.org:21670,2019-08-01T09:56:15Z,DOI10.1007/JHEP09(2017)098,10.1007/jhep09(2017)098
oai:repo.scoap3.org:21672,2019-08-01T09:44:51Z,DOI10.1007/JHEP03(2017)100,10.1007/jhep03(2017)100
oai:repo.scoap3.org:23824,2019-08-01T09:44:40Z,DOI10.1007/JHEP02(2018)085,10.1007/jhep02(2018)085
oai:repo.scoap3.org:14496,2019-08-01T09:56:18Z,DOI10.1007/JHEP02(2016)166,10.1007/jhep02(2016)166
oai:repo.scoap3.org:14491,2019-08-01T09:41:17Z,DOI10.1007/JHEP02(2016)155,10.1007/jhep02(2016)155
oai:repo.scoap3.org:19035,2019-08-01T09:44:21Z,DOI10.1007/JHEP02(2017)082,10.1007/jhep02(2017)082
oai:repo.scoap3.org:17765,2019-08-01T09:39:20Z,DOI10.1007/JHEP11(2016)010,10.1007/jhep11(2016)010
oai:repo.scoap3.org:17762,2019-08-01T09:44:03Z,DOI10.1007/JHEP11(2016)007,10.1007/jhep11(2016)007
oai:repo.scoap3.org:17763,2019-08-01T09:57:07Z,DOI10.1007/JHEP11(2016)008,10.1007/jhep11(2016)008
oai:repo.scoap3.org:17761,2019-08-01T09:47:25Z,DOI10.1007/JHEP11(2016)006,10.1007/jhep11(2016)006
oai:repo.scoap3.org:18030,2019-08-01T09:47:25Z,DOI10.1007/JHEP11(2016)114,10.1007/jhep11(2016)114
oai:repo.scoap3.org:20655,2019-08-01T09:43:41Z,DOI10.1007/JHEP06(2017)142,10.1007/jhep06(2017)142
oai:repo.scoap3.org:21814,2019-08-01T09:40:32Z,DOI10.1007/JHEP10(2017)019,10.1007/jhep10(2017)019
oai:repo.scoap3.org:21813,2019-08-01T09:55:00Z,DOI10.1007/JHEP10(2017)037,10.1007/jhep10(2017)037
oai:repo.scoap3.org:15729,2019-08-01T09:52:26Z,DOI10.1007/JHEP05(2016)134,10.1007/jhep05(2016)134
oai:repo.scoap3.org:15727,2019-08-01T09:44:06Z,DOI10.1007/JHEP05(2016)128,10.1007/jhep05(2016)128
oai:repo.scoap3.org:17612,2019-08-01T09:55:47Z,DOI10.1007/JHEP10(2016)081,10.1007/jhep10(2016)081
oai:repo.scoap3.org:15611,2019-08-01T09:55:03Z,DOI10.1007/JHEP05(2016)051,10.1007/jhep05(2016)051
oai:repo.scoap3.org:17227,2019-08-01T09:54:02Z,DOI10.1007/JHEP09(2016)107,10.1007/jhep09(2016)107
oai:repo.scoap3.org:17228,2019-08-01T09:40:06Z,DOI10.1007/JHEP09(2016)108,10.1007/jhep09(2016)108
oai:repo.scoap3.org:19260,2019-08-01T09:49:43Z,DOI10.1007/JHEP03(2017)038,10.1007/jhep03(2017)038
oai:repo.scoap3.org:25132,2019-08-01T09:51:07Z,DOI10.1007/JHEP04(2018)131,10.1007/jhep04(2018)131
oai:repo.scoap3.org:22417,2019-08-01T09:36:55Z,DOI10.1007/JHEP11(2017)131,10.1007/jhep11(2017)131
oai:repo.scoap3.org:19815,2019-08-01T09:51:32Z,DOI10.1007/JHEP04(2017)116,10.1007/jhep04(2017)116
oai:repo.scoap3.org:24843,2019-08-01T09:47:02Z,DOI10.1007/JHEP04(2018)025,10.1007/jhep04(2018)025
oai:repo.scoap3.org:22199,2019-08-01T09:37:06Z,DOI10.1007/JHEP11(2017)028,10.1007/jhep11(2017)028
oai:repo.scoap3.org:19819,2019-08-01T09:41:50Z,DOI10.1007/JHEP04(2017)115,10.1007/jhep04(2017)115
oai:repo.scoap3.org:48957,2019-08-09T09:23:56Z,DOI10.1103/PhysRevD.100.043507,10.1103/physrevd.100.043507
oai:repo.scoap3.org:16842,2019-08-01T09:54:21Z,DOI10.1007/JHEP08(2016)102,10.1007/jhep08(2016)102
oai:repo.scoap3.org:16843,2019-08-01T09:35:32Z,DOI10.1007/JHEP08(2016)103,10.1007/jhep08(2016)103
oai:repo.scoap3.org:21403,2019-08-01T09:46:59Z,DOI10.1007/JHEP09(2017)025,10.1007/jhep09(2017)025
oai:repo.scoap3.org:18953,2019-08-01T09:44:29Z,DOI10.1007/JHEP02(2017)057,10.1007/jhep02(2017)057
oai:repo.scoap3.org:21317,2019-08-01T09:40:55Z,DOI10.1007/JHEP08(2017)132,10.1007/jhep08(2017)132
oai:repo.scoap3.org:24219,2019-08-01T09:41:45Z,DOI10.1007/JHEP03(2018)016,10.1007/jhep03(2018)016
oai:repo.scoap3.org:24664,2019-08-01T09:55:49Z,DOI10.1007/JHEP03(2018)098,10.1007/jhep03(2018)098
oai:repo.scoap3.org:24666,2019-08-01T09:40:55Z,DOI10.1007/JHEP03(2018)100,10.1007/jhep03(2018)100
oai:repo.scoap3.org:20645,2019-08-01T09:51:37Z,DOI10.1007/JHEP06(2017)141,10.1007/jhep06(2017)141
oai:repo.scoap3.org:22533,2019-08-01T09:54:36Z,DOI10.1007/JHEP11(2017)187,10.1007/jhep11(2017)187
oai:repo.scoap3.org:24560,2019-08-01T09:55:51Z,DOI10.1007/JHEP03(2018)153,10.1007/jhep03(2018)153
oai:repo.scoap3.org:20481,2019-08-01T09:50:49Z,DOI10.1007/JHEP06(2017)050,10.1007/jhep06(2017)050
oai:repo.scoap3.org:20132,2019-08-01T09:41:50Z,DOI10.1007/JHEP05(2017)066,10.1007/jhep05(2017)066
oai:repo.scoap3.org:16627,2019-08-01T09:52:28Z,DOI10.1007/JHEP07(2016)151,10.1007/jhep07(2016)151
oai:repo.scoap3.org:16621,2019-08-01T09:54:31Z,DOI10.1007/JHEP07(2016)145,10.1007/jhep07(2016)145
oai:repo.scoap3.org:18448,2019-08-01T09:51:39Z,DOI10.1007/JHEP12(2016)135,10.1007/jhep12(2016)135
oai:repo.scoap3.org:16623,2019-08-01T09:46:56Z,DOI10.1007/JHEP07(2016)147,10.1007/jhep07(2016)147
oai:repo.scoap3.org:18445,2019-08-01T09:44:10Z,DOI10.1007/JHEP12(2016)137,10.1007/jhep12(2016)137
oai:repo.scoap3.org:24083,2019-08-01T09:36:31Z,DOI10.1007/JHEP02(2018)178,10.1007/jhep02(2018)178
oai:repo.scoap3.org:15371,2019-08-01T09:49:41Z,DOI10.1007/JHEP04(2016)150,10.1007/jhep04(2016)150
oai:repo.scoap3.org:16399,2019-08-01T09:47:13Z,DOI10.1007/JHEP07(2016)054,10.1007/jhep07(2016)054
oai:repo.scoap3.org:16394,2019-08-01T09:55:09Z,DOI10.1007/JHEP07(2016)048,10.1007/jhep07(2016)048
oai:repo.scoap3.org:16395,2019-08-01T09:39:06Z,DOI10.1007/JHEP07(2016)049,10.1007/jhep07(2016)049
oai:repo.scoap3.org:22405,2019-08-01T09:51:26Z,DOI10.1007/JHEP11(2017)111,10.1007/jhep11(2017)111
oai:repo.scoap3.org:23139,2019-08-01T09:42:05Z,DOI10.1007/JHEP01(2018)061,10.1007/jhep01(2018)061
oai:repo.scoap3.org:16716,2019-08-01T09:39:31Z,DOI10.1007/JHEP08(2016)034,10.1007/jhep08(2016)034
oai:repo.scoap3.org:18042,2019-08-01T09:37:46Z,DOI10.1007/JHEP11(2016)124,10.1007/jhep11(2016)124
oai:repo.scoap3.org:18044,2019-08-01T09:42:41Z,DOI10.1007/JHEP11(2016)140,10.1007/jhep11(2016)140
oai:repo.scoap3.org:16554,2019-08-01T09:35:25Z,DOI10.1007/JHEP07(2016)115,10.1007/jhep07(2016)115
oai:repo.scoap3.org:17952,2019-08-01T09:35:25Z,DOI10.1007/JHEP11(2016)092,10.1007/jhep11(2016)092
oai:repo.scoap3.org:16131,2019-08-01T09:39:59Z,DOI10.1007/JHEP06(2016)124,10.1007/jhep06(2016)124
oai:repo.scoap3.org:19242,2019-08-01T09:52:56Z,DOI10.1007/JHEP03(2017)028,10.1007/jhep03(2017)028
oai:repo.scoap3.org:23957,2019-08-01T09:43:57Z,DOI10.1007/JHEP02(2018)131,10.1007/jhep02(2018)131
oai:repo.scoap3.org:17399,2019-08-01T09:52:56Z,DOI10.1007/JHEP10(2016)006,10.1007/jhep10(2016)006
oai:repo.scoap3.org:20538,2019-08-01T09:38:59Z,DOI10.1007/JHEP06(2017)086,10.1007/jhep06(2017)086
oai:repo.scoap3.org:17391,2019-08-01T09:38:59Z,DOI10.1007/JHEP10(2016)009,10.1007/jhep10(2016)009
oai:repo.scoap3.org:22682,2019-08-01T09:39:11Z,DOI10.1007/JHEP12(2017)037,10.1007/jhep12(2017)037
oai:repo.scoap3.org:15740,2019-08-01T09:40:01Z,DOI10.1007/JHEP05(2016)129,10.1007/jhep05(2016)129
oai:repo.scoap3.org:22716,2019-08-01T09:35:54Z,DOI10.1007/JHEP12(2017)052,10.1007/jhep12(2017)052
oai:repo.scoap3.org:17176,2019-08-01T09:52:24Z,DOI10.1007/JHEP09(2016)086,10.1007/jhep09(2016)086
oai:repo.scoap3.org:14771,2019-08-01T09:41:24Z,DOI10.1007/JHEP03(2016)088,10.1007/jhep03(2016)088
oai:repo.scoap3.org:14775,2019-08-01T09:55:00Z,DOI10.1007/JHEP03(2016)089,10.1007/jhep03(2016)089
oai:repo.scoap3.org:20111,2019-08-01T09:48:05Z,DOI10.1007/JHEP05(2017)099,10.1007/jhep05(2017)099
oai:repo.scoap3.org:16950,2019-08-01T09:54:21Z,DOI10.1007/JHEP08(2016)155,10.1007/jhep08(2016)155
oai:repo.scoap3.org:16951,2019-08-01T09:36:12Z,DOI10.1007/JHEP08(2016)158,10.1007/jhep08(2016)158
oai:repo.scoap3.org:21191,2019-08-01T09:47:58Z,DOI10.1007/JHEP08(2017)067,10.1007/jhep08(2017)067
oai:repo.scoap3.org:21195,2019-08-01T09:54:21Z,DOI10.1007/JHEP08(2017)071,10.1007/jhep08(2017)071
oai:repo.scoap3.org:21608,2019-08-01T09:55:02Z,DOI10.1007/JHEP09(2017)101,10.1007/jhep09(2017)101
oai:repo.scoap3.org:21609,2019-08-01T09:36:15Z,DOI10.1007/JHEP09(2017)102,10.1007/jhep09(2017)102
oai:repo.scoap3.org:18956,2019-08-01T09:35:42Z,DOI10.1007/JHEP02(2017)062,10.1007/jhep02(2017)062
oai:repo.scoap3.org:14556,2019-08-01T09:47:58Z,DOI10.1007/JHEP02(2016)182,10.1007/jhep02(2016)182
oai:repo.scoap3.org:20806,2019-08-01T09:59:04Z,DOI10.1007/JHEP07(2017)062,10.1007/jhep07(2017)062
oai:repo.scoap3.org:17986,2019-08-01T09:51:32Z,DOI10.1007/JHEP11(2016)104,10.1007/jhep11(2016)104
oai:repo.scoap3.org:20125,2019-08-01T09:37:03Z,DOI10.1007/JHEP05(2017)030,10.1007/jhep05(2017)030
oai:repo.scoap3.org:16107,2019-08-01T09:37:03Z,DOI10.1007/JHEP06(2016)107,10.1007/jhep06(2016)107
oai:repo.scoap3.org:18737,2019-08-01T09:58:47Z,DOI10.1007/JHEP01(2017)113,10.1007/jhep01(2017)113
oai:repo.scoap3.org:24080,2019-08-01T09:41:30Z,DOI10.1007/JHEP02(2018)175,10.1007/jhep02(2018)175
oai:repo.scoap3.org:18546,2019-08-01T09:37:01Z,DOI10.1007/JHEP01(2017)027,10.1007/jhep01(2017)027
oai:repo.scoap3.org:16496,2019-08-01T09:42:35Z,DOI10.1007/JHEP07(2016)091,10.1007/jhep07(2016)091
oai:repo.scoap3.org:16495,2019-08-01T09:57:11Z,DOI10.1007/JHEP07(2016)090,10.1007/jhep07(2016)090
oai:repo.scoap3.org:21969,2019-08-01T09:49:09Z,DOI10.1007/JHEP10(2017)119,10.1007/jhep10(2017)119
oai:repo.scoap3.org:19736,2019-08-01T09:36:43Z,DOI10.1007/JHEP04(2017)075,10.1007/jhep04(2017)075
oai:repo.scoap3.org:19782,2019-08-01T09:38:18Z,DOI10.1007/JHEP04(2017)094,10.1007/jhep04(2017)094
oai:repo.scoap3.org:19780,2019-08-01T09:38:29Z,DOI10.1007/JHEP04(2017)100,10.1007/jhep04(2017)100
oai:repo.scoap3.org:19781,2019-08-01T09:47:02Z,DOI10.1007/JHEP04(2017)101,10.1007/jhep04(2017)101
oai:repo.scoap3.org:22326,2019-08-01T09:41:17Z,DOI10.1007/JHEP11(2017)076,10.1007/jhep11(2017)076
oai:repo.scoap3.org:23141,2019-08-01T09:41:43Z,DOI10.1007/JHEP01(2018)072,10.1007/jhep01(2018)072
oai:repo.scoap3.org:23145,2019-08-01T09:38:33Z,DOI10.1007/JHEP01(2018)078,10.1007/jhep01(2018)078
oai:repo.scoap3.org:13808,2019-08-01T09:48:43Z,DOI10.1007/JHEP02(2016)049,10.1007/jhep02(2016)049
oai:repo.scoap3.org:17872,2019-08-01T09:35:57Z,DOI10.1007/JHEP11(2016)076,10.1007/jhep11(2016)076
oai:repo.scoap3.org:24399,2019-08-01T09:51:54Z,DOI10.1007/JHEP03(2018)092,10.1007/jhep03(2018)092
oai:repo.scoap3.org:23962,2019-08-01T09:36:35Z,DOI10.1007/JHEP02(2018)151,10.1007/jhep02(2018)151
oai:repo.scoap3.org:13328,2019-08-01T09:39:49Z,DOI10.1007/JHEP01(2016)008,10.1007/jhep01(2016)008
oai:repo.scoap3.org:13796,2019-08-01T09:39:47Z,DOI10.1007/JHEP02(2016)051,10.1007/jhep02(2016)051
oai:repo.scoap3.org:13795,2019-08-01T09:55:07Z,DOI10.1007/JHEP02(2016)048,10.1007/jhep02(2016)048
oai:repo.scoap3.org:19238,2019-08-01T09:37:57Z,DOI10.1007/JHEP03(2017)024,10.1007/jhep03(2017)024
oai:repo.scoap3.org:16274,2019-08-01T09:45:10Z,DOI10.1007/JHEP07(2016)006,10.1007/jhep07(2016)006
oai:repo.scoap3.org:14656,2019-08-01T09:50:44Z,DOI10.1007/JHEP03(2016)027,10.1007/jhep03(2016)027
oai:repo.scoap3.org:14653,2019-08-01T09:39:57Z,DOI10.1007/JHEP03(2016)005,10.1007/jhep03(2016)005
oai:repo.scoap3.org:20895,2019-08-01T09:45:16Z,DOI10.1007/JHEP07(2017)118,10.1007/jhep07(2017)118
oai:repo.scoap3.org:20893,2019-08-01T09:45:16Z,DOI10.1007/JHEP07(2017)114,10.1007/jhep07(2017)114
oai:repo.scoap3.org:20163,2019-08-01T09:39:57Z,DOI10.1007/JHEP05(2017)102,10.1007/jhep05(2017)102
oai:repo.scoap3.org:20165,2019-08-01T09:58:22Z,DOI10.1007/JHEP05(2017)108,10.1007/jhep05(2017)108
oai:repo.scoap3.org:15498,2019-08-01T09:47:31Z,DOI10.1007/JHEP05(2016)027,10.1007/jhep05(2016)027
oai:repo.scoap3.org:15499,2019-08-01T09:47:31Z,DOI10.1007/JHEP05(2016)028,10.1007/jhep05(2016)028
oai:repo.scoap3.org:17810,2019-08-01T09:48:29Z,DOI10.1007/JHEP11(2016)041,10.1007/jhep11(2016)041
oai:repo.scoap3.org:17813,2019-08-01T09:41:59Z,DOI10.1007/JHEP11(2016)046,10.1007/jhep11(2016)046
oai:repo.scoap3.org:20758,2019-08-01T09:38:30Z,DOI10.1007/JHEP07(2017)034,10.1007/jhep07(2017)034
oai:repo.scoap3.org:23677,2019-08-01T09:51:30Z,DOI10.1007/JHEP02(2018)057,10.1007/jhep02(2018)057
oai:repo.scoap3.org:17797,2019-08-01T09:56:04Z,DOI10.1007/JHEP11(2016)030,10.1007/jhep11(2016)030
oai:repo.scoap3.org:20230,2019-08-01T09:51:30Z,DOI10.1007/JHEP05(2017)129,10.1007/jhep05(2017)129
oai:repo.scoap3.org:15030,2019-08-01T09:36:29Z,DOI10.1007/JHEP03(2016)212,10.1007/jhep03(2016)212
oai:repo.scoap3.org:15031,2019-08-01T09:36:45Z,DOI10.1007/JHEP03(2016)213,10.1007/jhep03(2016)213
oai:repo.scoap3.org:15034,2019-08-01T09:39:41Z,DOI10.1007/JHEP03(2016)216,10.1007/jhep03(2016)216
