journal_title,publisher,issn,year,license,jn_published,year_all,year_publisher_all,license_ref_n
Current Stem Cell Reports,Springer Nature,2198-7866,2016,http://creativecommons.org/licenses/by/4.0,42,746980,160585,5
Current Stem Cell Reports,Springer Nature,2198-7866,2017,http://creativecommons.org/licenses/by/4.0,40,792782,162006,11
Current Surgery Reports,Springer Nature,2167-4817,2013,NA,32,682920,141074,NA
Current Surgery Reports,Springer Nature,2167-4817,2014,NA,36,708693,150822,NA
Current Surgery Reports,Springer Nature,2167-4817,2015,NA,40,721351,153820,NA
Current Surgery Reports,Springer Nature,2167-4817,2016,http://creativecommons.org/licenses/by/4.0,41,746980,160585,1
Current Surgery Reports,Springer Nature,2167-4817,2017,http://creativecommons.org/licenses/by/4.0,34,792782,162006,1
Current Sustainable/Renewable Energy Reports,Springer Nature,2196-3010,2014,NA,20,708693,150822,NA
Current Sustainable/Renewable Energy Reports,Springer Nature,2196-3010,2015,NA,20,721351,153820,NA
Current Sustainable/Renewable Energy Reports,Springer Nature,2196-3010,2016,http://creativecommons.org/licenses/by/4.0,18,746980,160585,1
Current Sustainable/Renewable Energy Reports,Springer Nature,2196-3010,2017,http://creativecommons.org/licenses/by/4.0,29,792782,162006,2
Current Transplantation Reports,Springer Nature,2196-3029,2013,NA,4,682920,141074,NA
Current Transplantation Reports,Springer Nature,2196-3029,2014,NA,33,708693,150822,NA
Current Transplantation Reports,Springer Nature,2196-3029,2015,NA,43,721351,153820,NA
Current Transplantation Reports,Springer Nature,2196-3029,2016,http://creativecommons.org/licenses/by/4.0,51,746980,160585,3
Current Transplantation Reports,Springer Nature,2196-3029,2017,http://creativecommons.org/licenses/by/4.0,40,792782,162006,5
Current Trauma Reports,Springer Nature,2198-6096,2014,NA,2,708693,150822,NA
Current Trauma Reports,Springer Nature,2198-6096,2015,NA,30,721351,153820,NA
Current Trauma Reports,Springer Nature,2198-6096,2016,NA,37,746980,160585,NA
Current Trauma Reports,Springer Nature,2198-6096,2017,http://creativecommons.org/licenses/by/4.0,40,792782,162006,4
Current Treatment Options in Allergy,Springer Nature,2196-3053,2013,NA,3,682920,141074,NA
Current Treatment Options in Allergy,Springer Nature,2196-3053,2014,NA,35,708693,150822,NA
Current Treatment Options in Allergy,Springer Nature,2196-3053,2015,NA,28,721351,153820,NA
Current Treatment Options in Allergy,Springer Nature,2196-3053,2016,http://creativecommons.org/licenses/by/4.0,39,746980,160585,4
Current Treatment Options in Allergy,Springer Nature,2196-3053,2017,http://creativecommons.org/licenses/by/4.0,41,792782,162006,3
Current Treatment Options in Cardiovascular Medicine,Springer Nature,1092-8464,2013,NA,54,682920,141074,NA
Current Treatment Options in Cardiovascular Medicine,Springer Nature,1092-8464,2014,NA,72,708693,150822,NA
Current Treatment Options in Cardiovascular Medicine,Springer Nature,1092-8464,2015,NA,64,721351,153820,NA
Current Treatment Options in Cardiovascular Medicine,Springer Nature,1092-8464,2016,http://creativecommons.org/licenses/by/4.0,75,746980,160585,2
Current Treatment Options in Cardiovascular Medicine,Springer Nature,1092-8464,2017,http://creativecommons.org/licenses/by/4.0,94,792782,162006,4
Current Treatment Options in Infectious Diseases,Springer Nature,1534-6250,2013,NA,5,682920,141074,NA
Current Treatment Options in Infectious Diseases,Springer Nature,1534-6250,2014,NA,28,708693,150822,NA
Current Treatment Options in Infectious Diseases,Springer Nature,1534-6250,2015,NA,29,721351,153820,NA
Current Treatment Options in Infectious Diseases,Springer Nature,1534-6250,2016,http://creativecommons.org/licenses/by/4.0,36,746980,160585,4
Current Treatment Options in Infectious Diseases,Springer Nature,1534-6250,2017,http://creativecommons.org/licenses/by/4.0,36,792782,162006,3
Current Treatment Options in Neurology,Springer Nature,1092-8480,2013,NA,55,682920,141074,NA
Current Treatment Options in Neurology,Springer Nature,1092-8480,2014,NA,51,708693,150822,NA
Current Treatment Options in Neurology,Springer Nature,1092-8480,2015,NA,54,721351,153820,NA
Current Treatment Options in Neurology,Springer Nature,1092-8480,2016,http://creativecommons.org/licenses/by/4.0,50,746980,160585,5
Current Treatment Options in Neurology,Springer Nature,1092-8480,2017,http://creativecommons.org/licenses/by/4.0,48,792782,162006,6
Current Treatment Options in Oncology,Springer Nature,1527-2729,2013,NA,50,682920,141074,NA
Current Treatment Options in Oncology,Springer Nature,1527-2729,2014,NA,48,708693,150822,NA
Current Treatment Options in Oncology,Springer Nature,1527-2729,2015,NA,60,721351,153820,NA
Current Treatment Options in Oncology,Springer Nature,1527-2729,2016,http://creativecommons.org/licenses/by/4.0,63,746980,160585,4
Current Treatment Options in Oncology,Springer Nature,1527-2729,2017,http://creativecommons.org/licenses/by/4.0,75,792782,162006,3
Current Treatment Options in Rheumatology,Springer Nature,2198-6002,2014,NA,1,708693,150822,NA
Current Treatment Options in Rheumatology,Springer Nature,2198-6002,2015,NA,29,721351,153820,NA
Current Treatment Options in Rheumatology,Springer Nature,2198-6002,2016,http://creativecommons.org/licenses/by/4.0,24,746980,160585,2
Current Treatment Options in Rheumatology,Springer Nature,2198-6002,2017,http://creativecommons.org/licenses/by/4.0,26,792782,162006,1
Current Tropical Medicine Reports,Springer Nature,2196-3045,2013,NA,4,682920,141074,NA
Current Tropical Medicine Reports,Springer Nature,2196-3045,2014,NA,27,708693,150822,NA
Current Tropical Medicine Reports,Springer Nature,2196-3045,2015,NA,29,721351,153820,NA
Current Tropical Medicine Reports,Springer Nature,2196-3045,2016,http://creativecommons.org/licenses/by/4.0,32,746980,160585,3
Current Tropical Medicine Reports,Springer Nature,2196-3045,2017,http://creativecommons.org/licenses/by/4.0,35,792782,162006,3
Current Urology Reports,Springer Nature,1527-2737,2013,NA,81,682920,141074,NA
Current Urology Reports,Springer Nature,1527-2737,2014,NA,90,708693,150822,NA
Current Urology Reports,Springer Nature,1527-2737,2015,NA,90,721351,153820,NA
Current Urology Reports,Springer Nature,1527-2737,2016,http://creativecommons.org/licenses/by/4.0,84,746980,160585,2
Current Urology Reports,Springer Nature,1527-2737,2017,http://creativecommons.org/licenses/by/4.0,100,792782,162006,10
Curriculum Perspectives,Springer Nature,0159-7868,2016,NA,2,746980,160585,NA
Curriculum Perspectives,Springer Nature,0159-7868,2017,http://creativecommons.org/licenses/by/4.0,29,792782,162006,1
Cytogenetic and Genome Research,S. Karger AG,1424-8581,2013,http://creativecommons.org/licenses/by/3.0,121,682920,1648,2
Cytogenetic and Genome Research,S. Karger AG,1424-8581,2014,NA,96,708693,1362,NA
Cytogenetic and Genome Research,S. Karger AG,1424-8581,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,98,721351,1438,4
Cytogenetic and Genome Research,S. Karger AG,1424-8581,2016,NA,110,746980,1347,NA
Cytogenetic and Genome Research,S. Karger AG,1424-8581,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,73,792782,1197,2
Cytogenetic and Genome Research,S. Karger AG,1424-859X,2013,http://creativecommons.org/licenses/by/3.0,121,682920,1648,2
Cytogenetic and Genome Research,S. Karger AG,1424-859X,2014,NA,96,708693,1362,NA
Cytogenetic and Genome Research,S. Karger AG,1424-859X,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,98,721351,1438,4
Cytogenetic and Genome Research,S. Karger AG,1424-859X,2016,NA,110,746980,1347,NA
Cytogenetic and Genome Research,S. Karger AG,1424-859X,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,73,792782,1197,2
Cytokine,Elsevier BV,1043-4666,2013,http://creativecommons.org/licenses/by/3.0,658,682920,323264,2
Cytokine,Elsevier BV,1043-4666,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,658,682920,323264,1
Cytokine,Elsevier BV,1043-4666,2013,http://creativecommons.org/licenses/by-nc-sa/3.0,658,682920,323264,1
Cytokine,Elsevier BV,1043-4666,2014,http://creativecommons.org/licenses/by/3.0,411,708693,333938,4
Cytokine,Elsevier BV,1043-4666,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,411,708693,333938,1
Cytokine,Elsevier BV,1043-4666,2015,http://creativecommons.org/licenses/by/3.0,579,721351,345948,1
Cytokine,Elsevier BV,1043-4666,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,579,721351,345948,1
Cytokine,Elsevier BV,1043-4666,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,579,721351,345948,3
Cytokine,Elsevier BV,1043-4666,2016,http://creativecommons.org/licenses/by/4.0,268,746980,363208,4
Cytokine,Elsevier BV,1043-4666,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,268,746980,363208,4
Cytokine,Elsevier BV,1043-4666,2017,http://creativecommons.org/licenses/by/4.0,371,792782,395929,1
Cytokine,Elsevier BV,1043-4666,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,371,792782,395929,6
Cytokine & Growth Factor Reviews,Elsevier BV,1359-6101,2013,http://creativecommons.org/licenses/by-nc-sa/3.0,57,682920,323264,1
Cytokine & Growth Factor Reviews,Elsevier BV,1359-6101,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,80,708693,333938,1
Cytokine & Growth Factor Reviews,Elsevier BV,1359-6101,2014,http://creativecommons.org/licenses/by-nc-sa/3.0,80,708693,333938,1
Cytokine & Growth Factor Reviews,Elsevier BV,1359-6101,2015,http://creativecommons.org/licenses/by/4.0,71,721351,345948,1
Cytokine & Growth Factor Reviews,Elsevier BV,1359-6101,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,71,721351,345948,2
Cytokine & Growth Factor Reviews,Elsevier BV,1359-6101,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,71,746980,363208,5
Cytokine & Growth Factor Reviews,Elsevier BV,1359-6101,2017,http://creativecommons.org/licenses/by/4.0,72,792782,395929,1
Cytokine & Growth Factor Reviews,Elsevier BV,1359-6101,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,72,792782,395929,5
Cytometry Part A,Wiley-Blackwell,1552-4922,2013,NA,186,682920,99595,NA
Cytometry Part A,Wiley-Blackwell,1552-4922,2014,NA,178,708693,103031,NA
Cytometry Part A,Wiley-Blackwell,1552-4922,2015,http://creativecommons.org/licenses/by-nc/3.0,185,721351,105631,1
Cytometry Part A,Wiley-Blackwell,1552-4922,2015,http://creativecommons.org/licenses/by-nc/4.0,185,721351,105631,1
Cytometry Part A,Wiley-Blackwell,1552-4922,2016,NA,205,746980,108251,NA
Cytometry Part A,Wiley-Blackwell,1552-4922,2017,http://creativecommons.org/licenses/by/4.0,234,792782,113049,1
Cytometry Part A,Wiley-Blackwell,1552-4922,2017,http://creativecommons.org/licenses/by-nc/4.0,234,792782,113049,3
Cytometry Part A,Wiley-Blackwell,1552-4922,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,234,792782,113049,1
Cytopathology,Wiley-Blackwell,0956-5507,2013,NA,83,682920,99595,NA
Cytopathology,Wiley-Blackwell,0956-5507,2014,NA,92,708693,103031,NA
Cytopathology,Wiley-Blackwell,0956-5507,2015,NA,67,721351,105631,NA
Cytopathology,Wiley-Blackwell,0956-5507,2016,http://creativecommons.org/licenses/by-nc/4.0,108,746980,108251,1
Cytopathology,Wiley-Blackwell,0956-5507,2017,http://creativecommons.org/licenses/by/4.0,102,792782,113049,2
Cytopathology,Wiley-Blackwell,0956-5507,2017,http://creativecommons.org/licenses/by-nc/4.0,102,792782,113049,1
Cytoskeleton,Wiley-Blackwell,1949-3584,2013,NA,65,682920,99595,NA
Cytoskeleton,Wiley-Blackwell,1949-3584,2014,NA,43,708693,103031,NA
Cytoskeleton,Wiley-Blackwell,1949-3584,2015,NA,52,721351,105631,NA
Cytoskeleton,Wiley-Blackwell,1949-3584,2016,http://creativecommons.org/licenses/by/4.0,75,746980,108251,1
Cytoskeleton,Wiley-Blackwell,1949-3584,2017,http://creativecommons.org/licenses/by/4.0,80,792782,113049,1
Cytoskeleton,Wiley-Blackwell,1949-3584,2017,http://creativecommons.org/licenses/by-nc/4.0,80,792782,113049,2
Cytotechnology,Springer Nature,0920-9069,2013,NA,145,682920,141074,NA
Cytotechnology,Springer Nature,0920-9069,2014,NA,158,708693,150822,NA
Cytotechnology,Springer Nature,0920-9069,2015,http://creativecommons.org/licenses/by/4.0,108,721351,153820,7
Cytotechnology,Springer Nature,0920-9069,2016,http://creativecommons.org/licenses/by/4.0,105,746980,160585,9
Cytotechnology,Springer Nature,0920-9069,2017,http://creativecommons.org/licenses/by/4.0,109,792782,162006,7
Cytotherapy,Elsevier BV,1465-3249,2013,http://creativecommons.org/licenses/by/4.0,411,682920,323264,1
Cytotherapy,Elsevier BV,1465-3249,2014,http://creativecommons.org/licenses/by/3.0,628,708693,333938,1
Cytotherapy,Elsevier BV,1465-3249,2014,http://creativecommons.org/licenses/by/4.0,628,708693,333938,1
Cytotherapy,Elsevier BV,1465-3249,2014,http://creativecommons.org/licenses/by-nc-nd/4.0,628,708693,333938,4
Cytotherapy,Elsevier BV,1465-3249,2015,http://creativecommons.org/licenses/by/3.0,523,721351,345948,1
Cytotherapy,Elsevier BV,1465-3249,2015,http://creativecommons.org/licenses/by/4.0,523,721351,345948,3
Cytotherapy,Elsevier BV,1465-3249,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,523,721351,345948,6
Cytotherapy,Elsevier BV,1465-3249,2016,http://creativecommons.org/licenses/by/4.0,465,746980,363208,3
Cytotherapy,Elsevier BV,1465-3249,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,465,746980,363208,2
Cytotherapy,Elsevier BV,1465-3249,2017,http://creativecommons.org/licenses/by/4.0,608,792782,395929,3
Cytotherapy,Elsevier BV,1465-3249,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,608,792782,395929,7
Dairy Science & Technology,Springer Nature,1958-5586,2013,NA,61,682920,141074,NA
Dairy Science & Technology,Springer Nature,1958-5586,2014,NA,52,708693,150822,NA
Dairy Science & Technology,Springer Nature,1958-5586,2015,NA,63,721351,153820,NA
Dairy Science & Technology,Springer Nature,1958-5586,2016,http://creativecommons.org/licenses/by/4.0,38,746980,160585,1
Dairy Science & Technology,Springer Nature,1958-5586,2017,NA,1,792782,162006,NA
Data Mining and Knowledge Discovery,Springer Nature,1384-5810,2013,NA,44,682920,141074,NA
Data Mining and Knowledge Discovery,Springer Nature,1384-5810,2014,NA,53,708693,150822,NA
Data Mining and Knowledge Discovery,Springer Nature,1384-5810,2015,NA,48,721351,153820,NA
Data Mining and Knowledge Discovery,Springer Nature,1384-5810,2016,http://creativecommons.org/licenses/by/4.0,44,746980,160585,1
Data Mining and Knowledge Discovery,Springer Nature,1384-5810,2017,http://creativecommons.org/licenses/by/4.0,60,792782,162006,7
Datenbank-Spektrum,Springer Nature,1618-2162,2013,NA,33,682920,141074,NA
Datenbank-Spektrum,Springer Nature,1618-2162,2014,NA,27,708693,150822,NA
Datenbank-Spektrum,Springer Nature,1618-2162,2015,NA,33,721351,153820,NA
Datenbank-Spektrum,Springer Nature,1618-2162,2016,http://creativecommons.org/licenses/by/4.0,33,746980,160585,1
Datenbank-Spektrum,Springer Nature,1618-2162,2017,http://creativecommons.org/licenses/by/4.0,35,792782,162006,4
DECISION,Springer Nature,0304-0941,2013,NA,24,682920,141074,NA
DECISION,Springer Nature,0304-0941,2014,NA,43,708693,150822,NA
DECISION,Springer Nature,0304-0941,2015,NA,48,721351,153820,NA
DECISION,Springer Nature,0304-0941,2016,http://creativecommons.org/licenses/by/4.0,25,746980,160585,1
DECISION,Springer Nature,0304-0941,2017,http://creativecommons.org/licenses/by/4.0,26,792782,162006,1
Decision Support Systems,Elsevier BV,0167-9236,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,225,682920,323264,1
Decision Support Systems,Elsevier BV,0167-9236,2013,http://creativecommons.org/licenses/by-nc-sa/3.0,225,682920,323264,1
Decision Support Systems,Elsevier BV,0167-9236,2014,http://creativecommons.org/licenses/by/3.0,201,708693,333938,2
Decision Support Systems,Elsevier BV,0167-9236,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,201,708693,333938,3
Decision Support Systems,Elsevier BV,0167-9236,2015,http://creativecommons.org/licenses/by/4.0,128,721351,345948,2
Decision Support Systems,Elsevier BV,0167-9236,2016,http://creativecommons.org/licenses/by/4.0,125,746980,363208,1
Decision Support Systems,Elsevier BV,0167-9236,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,125,746980,363208,2
Decision Support Systems,Elsevier BV,0167-9236,2017,http://creativecommons.org/licenses/by/4.0,137,792782,395929,2
Decision Support Systems,Elsevier BV,0167-9236,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,137,792782,395929,1
De Economist,Springer Nature,0013-063X,2013,NA,22,682920,141074,NA
De Economist,Springer Nature,0013-063X,2014,NA,27,708693,150822,NA
De Economist,Springer Nature,0013-063X,2015,NA,18,721351,153820,NA
De Economist,Springer Nature,0013-063X,2016,http://creativecommons.org/licenses/by/4.0,15,746980,160585,7
De Economist,Springer Nature,0013-063X,2017,http://creativecommons.org/licenses/by/4.0,26,792782,162006,10
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2013,http://creativecommons.org/licenses/by-nc-sa/3.0,133,682920,323264,1
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2014,http://creativecommons.org/licenses/by/3.0,151,708693,333938,4
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,151,708693,333938,6
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2014,http://creativecommons.org/licenses/by-nc-sa/3.0,151,708693,333938,1
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2015,http://creativecommons.org/licenses/by/3.0,156,721351,345948,1
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2015,http://creativecommons.org/licenses/by/4.0,156,721351,345948,4
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,156,721351,345948,2
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,156,721351,345948,13
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2016,http://creativecommons.org/licenses/by/4.0,169,746980,363208,2
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,169,746980,363208,7
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2017,http://creativecommons.org/licenses/by/4.0,174,792782,395929,4
Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,0967-0637,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,174,792782,395929,8
Dementia and Geriatric Cognitive Disorders,S. Karger AG,1420-8008,2013,NA,81,682920,1648,NA
Dementia and Geriatric Cognitive Disorders,S. Karger AG,1420-8008,2014,http://creativecommons.org/licenses/by/3.0,82,708693,1362,1
Dementia and Geriatric Cognitive Disorders,S. Karger AG,1420-8008,2015,http://creativecommons.org/licenses/by/4.0,65,721351,1438,1
Dementia and Geriatric Cognitive Disorders,S. Karger AG,1420-8008,2015,http://creativecommons.org/licenses/by-nc/3.0,65,721351,1438,1
Dementia and Geriatric Cognitive Disorders,S. Karger AG,1420-8008,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,65,721351,1438,3
Dementia and Geriatric Cognitive Disorders,S. Karger AG,1420-8008,2016,http://creativecommons.org/licenses/by/4.0,67,746980,1347,1
Dementia and Geriatric Cognitive Disorders,S. Karger AG,1420-8008,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,67,746980,1347,3
Dementia and Geriatric Cognitive Disorders,S. Karger AG,1420-8008,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,49,792782,1197,3
Demography,Springer Nature,0070-3370,2013,NA,84,682920,141074,NA
Demography,Springer Nature,0070-3370,2014,NA,95,708693,150822,NA
Demography,Springer Nature,0070-3370,2015,NA,88,721351,153820,NA
Demography,Springer Nature,0070-3370,2016,http://creativecommons.org/licenses/by/4.0,83,746980,160585,9
Demography,Springer Nature,0070-3370,2017,http://creativecommons.org/licenses/by/4.0,105,792782,162006,20
Dendrochronologia,Elsevier BV,1125-7865,2013,NA,48,682920,323264,NA
Dendrochronologia,Elsevier BV,1125-7865,2014,http://creativecommons.org/licenses/by/4.0,50,708693,333938,1
Dendrochronologia,Elsevier BV,1125-7865,2015,http://creativecommons.org/licenses/by/4.0,45,721351,345948,1
Dendrochronologia,Elsevier BV,1125-7865,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,57,746980,363208,1
Dendrochronologia,Elsevier BV,1125-7865,2017,http://creativecommons.org/licenses/by/4.0,86,792782,395929,1
Dendrochronologia,Elsevier BV,1125-7865,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,86,792782,395929,1
Depression and Anxiety,Wiley-Blackwell,1091-4269,2013,NA,178,682920,99595,NA
Depression and Anxiety,Wiley-Blackwell,1091-4269,2014,NA,110,708693,103031,NA
Depression and Anxiety,Wiley-Blackwell,1091-4269,2015,NA,120,721351,105631,NA
Depression and Anxiety,Wiley-Blackwell,1091-4269,2016,http://creativecommons.org/licenses/by/4.0,126,746980,108251,1
Depression and Anxiety,Wiley-Blackwell,1091-4269,2016,http://creativecommons.org/licenses/by-nc/4.0,126,746980,108251,1
Depression and Anxiety,Wiley-Blackwell,1091-4269,2017,http://creativecommons.org/licenses/by/4.0,135,792782,113049,1
Depression and Anxiety,Wiley-Blackwell,1091-4269,2017,http://creativecommons.org/licenses/by-nc/4.0,135,792782,113049,1
Der Anaesthesist,Springer Nature,0003-2417,2013,NA,139,682920,141074,NA
Der Anaesthesist,Springer Nature,0003-2417,2014,NA,126,708693,150822,NA
Der Anaesthesist,Springer Nature,0003-2417,2015,NA,131,721351,153820,NA
Der Anaesthesist,Springer Nature,0003-2417,2016,http://creativecommons.org/licenses/by/4.0,129,746980,160585,3
Der Anaesthesist,Springer Nature,0003-2417,2017,http://creativecommons.org/licenses/by/4.0,140,792782,162006,5
Der Chirurg,Springer Nature,0009-4722,2013,NA,216,682920,141074,NA
Der Chirurg,Springer Nature,0009-4722,2014,NA,219,708693,150822,NA
Der Chirurg,Springer Nature,0009-4722,2015,NA,209,721351,153820,NA
Der Chirurg,Springer Nature,0009-4722,2016,http://creativecommons.org/licenses/by/4.0,207,746980,160585,5
Der Chirurg,Springer Nature,0009-4722,2017,http://creativecommons.org/licenses/by/4.0,220,792782,162006,4
Der Gynäkologe,Springer Nature,0017-5994,2013,NA,159,682920,141074,NA
Der Gynäkologe,Springer Nature,0017-5994,2014,NA,176,708693,150822,NA
Der Gynäkologe,Springer Nature,0017-5994,2015,NA,172,721351,153820,NA
Der Gynäkologe,Springer Nature,0017-5994,2016,http://creativecommons.org/licenses/by/4.0,179,746980,160585,1
Der Gynäkologe,Springer Nature,0017-5994,2017,http://creativecommons.org/licenses/by/4.0,168,792782,162006,2
Der Hautarzt,Springer Nature,0017-8470,2013,NA,159,682920,141074,NA
Der Hautarzt,Springer Nature,0017-8470,2014,NA,184,708693,150822,NA
Der Hautarzt,Springer Nature,0017-8470,2015,NA,177,721351,153820,NA
Der Hautarzt,Springer Nature,0017-8470,2016,http://creativecommons.org/licenses/by/4.0,173,746980,160585,10
Der Hautarzt,Springer Nature,0017-8470,2017,http://creativecommons.org/licenses/by/4.0,181,792782,162006,7
Der Nephrologe,Springer Nature,1862-040X,2013,NA,88,682920,141074,NA
Der Nephrologe,Springer Nature,1862-040X,2014,NA,90,708693,150822,NA
Der Nephrologe,Springer Nature,1862-040X,2015,NA,108,721351,153820,NA
Der Nephrologe,Springer Nature,1862-040X,2016,http://creativecommons.org/licenses/by/4.0,87,746980,160585,2
Der Nephrologe,Springer Nature,1862-040X,2017,http://creativecommons.org/licenses/by/4.0,88,792782,162006,1
Der Nervenarzt,Springer Nature,0028-2804,2013,NA,193,682920,141074,NA
Der Nervenarzt,Springer Nature,0028-2804,2014,NA,201,708693,150822,NA
Der Nervenarzt,Springer Nature,0028-2804,2015,NA,220,721351,153820,NA
Der Nervenarzt,Springer Nature,0028-2804,2016,http://creativecommons.org/licenses/by/4.0,216,746980,160585,7
Der Nervenarzt,Springer Nature,0028-2804,2017,http://creativecommons.org/licenses/by/4.0,203,792782,162006,5
Der Onkologe,Springer Nature,0947-8965,2013,NA,139,682920,141074,NA
Der Onkologe,Springer Nature,0947-8965,2014,NA,169,708693,150822,NA
Der Onkologe,Springer Nature,0947-8965,2015,NA,142,721351,153820,NA
Der Onkologe,Springer Nature,0947-8965,2016,http://creativecommons.org/licenses/by/4.0,168,746980,160585,1
Der Onkologe,Springer Nature,0947-8965,2017,http://creativecommons.org/licenses/by/4.0,145,792782,162006,6
Der Ophthalmologe,Springer Nature,0941-293X,2013,NA,215,682920,141074,NA
Der Ophthalmologe,Springer Nature,0941-293X,2014,NA,169,708693,150822,NA
Der Ophthalmologe,Springer Nature,0941-293X,2015,http://creativecommons.org/licenses/by/4.0,207,721351,153820,1
Der Ophthalmologe,Springer Nature,0941-293X,2016,http://creativecommons.org/licenses/by/4.0,222,746980,160585,4
Der Ophthalmologe,Springer Nature,0941-293X,2017,http://creativecommons.org/licenses/by/4.0,211,792782,162006,4
Der Orthopäde,Springer Nature,0085-4530,2013,NA,144,682920,141074,NA
Der Orthopäde,Springer Nature,0085-4530,2014,NA,170,708693,150822,NA
Der Orthopäde,Springer Nature,0085-4530,2015,NA,140,721351,153820,NA
Der Orthopäde,Springer Nature,0085-4530,2016,http://creativecommons.org/licenses/by/4.0,159,746980,160585,5
Der Orthopäde,Springer Nature,0085-4530,2017,http://creativecommons.org/licenses/by/4.0,133,792782,162006,10
Der Pathologe,Springer Nature,0172-8113,2013,NA,134,682920,141074,NA
Der Pathologe,Springer Nature,0172-8113,2014,NA,135,708693,150822,NA
Der Pathologe,Springer Nature,0172-8113,2015,NA,135,721351,153820,NA
Der Pathologe,Springer Nature,0172-8113,2016,http://creativecommons.org/licenses/by/4.0,132,746980,160585,8
Der Pathologe,Springer Nature,0172-8113,2017,http://creativecommons.org/licenses/by/4.0,143,792782,162006,11
Der Radiologe,Springer Nature,0033-832X,2013,NA,154,682920,141074,NA
Der Radiologe,Springer Nature,0033-832X,2014,NA,145,708693,150822,NA
Der Radiologe,Springer Nature,0033-832X,2015,NA,141,721351,153820,NA
Der Radiologe,Springer Nature,0033-832X,2016,http://creativecommons.org/licenses/by/4.0,132,746980,160585,5
Der Radiologe,Springer Nature,0033-832X,2017,http://creativecommons.org/licenses/by/4.0,140,792782,162006,15
Der Schmerz,Springer Nature,0932-433X,2013,NA,77,682920,141074,NA
Der Schmerz,Springer Nature,0932-433X,2014,NA,88,708693,150822,NA
Der Schmerz,Springer Nature,0932-433X,2015,NA,94,721351,153820,NA
Der Schmerz,Springer Nature,0932-433X,2016,http://creativecommons.org/licenses/by/4.0,98,746980,160585,3
Der Schmerz,Springer Nature,0932-433X,2017,http://creativecommons.org/licenses/by/4.0,79,792782,162006,5
Der Unfallchirurg,Springer Nature,0177-5537,2013,NA,167,682920,141074,NA
Der Unfallchirurg,Springer Nature,0177-5537,2014,NA,174,708693,150822,NA
Der Unfallchirurg,Springer Nature,0177-5537,2015,NA,173,721351,153820,NA
Der Unfallchirurg,Springer Nature,0177-5537,2016,http://creativecommons.org/licenses/by/4.0,160,746980,160585,3
Der Unfallchirurg,Springer Nature,0177-5537,2017,http://creativecommons.org/licenses/by/4.0,158,792782,162006,7
"Designs, Codes and Cryptography",Springer Nature,0925-1022,2013,NA,123,682920,141074,NA
"Designs, Codes and Cryptography",Springer Nature,0925-1022,2014,NA,121,708693,150822,NA
"Designs, Codes and Cryptography",Springer Nature,0925-1022,2015,http://creativecommons.org/licenses/by/4.0,137,721351,153820,2
