journal_title,publisher,issn,year,license,jn_published,year_all,year_publisher_all,license_ref_n
Inorganic Chemistry Communications,Elsevier BV,1387-7003,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,363,792782,395929,2
Insect Biochemistry and Molecular Biology,Elsevier BV,0965-1748,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,134,682920,323264,2
Insect Biochemistry and Molecular Biology,Elsevier BV,0965-1748,2013,http://creativecommons.org/licenses/by-nc-sa/3.0,134,682920,323264,2
Insect Biochemistry and Molecular Biology,Elsevier BV,0965-1748,2014,http://creativecommons.org/licenses/by/3.0,125,708693,333938,2
Insect Biochemistry and Molecular Biology,Elsevier BV,0965-1748,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,125,708693,333938,6
Insect Biochemistry and Molecular Biology,Elsevier BV,0965-1748,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,153,721351,345948,5
Insect Biochemistry and Molecular Biology,Elsevier BV,0965-1748,2015,http://creativecommons.org/licenses/by-nc-sa/3.0,153,721351,345948,1
Insect Biochemistry and Molecular Biology,Elsevier BV,0965-1748,2016,http://creativecommons.org/licenses/by/4.0,135,746980,363208,4
Insect Biochemistry and Molecular Biology,Elsevier BV,0965-1748,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,135,746980,363208,5
Insect Biochemistry and Molecular Biology,Elsevier BV,0965-1748,2017,http://creativecommons.org/licenses/by/4.0,128,792782,395929,3
Insect Biochemistry and Molecular Biology,Elsevier BV,0965-1748,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,128,792782,395929,3
Insectes Sociaux,Springer Nature,0020-1812,2013,NA,57,682920,141074,NA
Insectes Sociaux,Springer Nature,0020-1812,2014,NA,50,708693,150822,NA
Insectes Sociaux,Springer Nature,0020-1812,2015,NA,70,721351,153820,NA
Insectes Sociaux,Springer Nature,0020-1812,2016,http://creativecommons.org/licenses/by/4.0,78,746980,160585,6
Insectes Sociaux,Springer Nature,0020-1812,2017,http://creativecommons.org/licenses/by/4.0,64,792782,162006,4
Insect Molecular Biology,Wiley-Blackwell,0962-1075,2013,NA,68,682920,99595,NA
Insect Molecular Biology,Wiley-Blackwell,0962-1075,2014,NA,80,708693,103031,NA
Insect Molecular Biology,Wiley-Blackwell,0962-1075,2015,NA,49,721351,105631,NA
Insect Molecular Biology,Wiley-Blackwell,0962-1075,2016,NA,82,746980,108251,NA
Insect Molecular Biology,Wiley-Blackwell,0962-1075,2017,http://creativecommons.org/licenses/by/4.0,74,792782,113049,2
Insect Science,Wiley-Blackwell,1672-9609,2013,NA,77,682920,99595,NA
Insect Science,Wiley-Blackwell,1672-9609,2014,NA,103,708693,103031,NA
Insect Science,Wiley-Blackwell,1672-9609,2015,http://creativecommons.org/licenses/by-nc/4.0,91,721351,105631,1
Insect Science,Wiley-Blackwell,1672-9609,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,134,746980,108251,1
Insect Science,Wiley-Blackwell,1672-9609,2017,http://creativecommons.org/licenses/by/4.0,148,792782,113049,2
Instructional Science,Springer Nature,0020-4277,2013,NA,47,682920,141074,NA
Instructional Science,Springer Nature,0020-4277,2014,NA,31,708693,150822,NA
Instructional Science,Springer Nature,0020-4277,2015,NA,29,721351,153820,NA
Instructional Science,Springer Nature,0020-4277,2016,http://creativecommons.org/licenses/by/4.0,36,746980,160585,7
Instructional Science,Springer Nature,0020-4277,2017,http://creativecommons.org/licenses/by/4.0,41,792782,162006,2
Integral Equations and Operator Theory,Springer Nature,0378-620X,2013,NA,91,682920,141074,NA
Integral Equations and Operator Theory,Springer Nature,0378-620X,2014,NA,88,708693,150822,NA
Integral Equations and Operator Theory,Springer Nature,0378-620X,2015,NA,66,721351,153820,NA
Integral Equations and Operator Theory,Springer Nature,0378-620X,2016,http://creativecommons.org/licenses/by/4.0,64,746980,160585,6
Integral Equations and Operator Theory,Springer Nature,0378-620X,2017,http://creativecommons.org/licenses/by/4.0,75,792782,162006,11
Integrative Psychological and Behavioral Science,Springer Nature,1932-4502,2013,NA,28,682920,141074,NA
Integrative Psychological and Behavioral Science,Springer Nature,1932-4502,2014,NA,34,708693,150822,NA
Integrative Psychological and Behavioral Science,Springer Nature,1932-4502,2015,http://creativecommons.org/licenses/by/4.0,49,721351,153820,1
Integrative Psychological and Behavioral Science,Springer Nature,1932-4502,2016,http://creativecommons.org/licenses/by/4.0,35,746980,160585,2
Integrative Psychological and Behavioral Science,Springer Nature,1932-4502,2017,http://creativecommons.org/licenses/by/4.0,37,792782,162006,1
Intelligence,Elsevier BV,0160-2896,2013,http://creativecommons.org/licenses/by/3.0,102,682920,323264,1
Intelligence,Elsevier BV,0160-2896,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,102,682920,323264,1
Intelligence,Elsevier BV,0160-2896,2014,http://creativecommons.org/licenses/by/3.0,137,708693,333938,9
Intelligence,Elsevier BV,0160-2896,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,137,708693,333938,1
Intelligence,Elsevier BV,0160-2896,2015,http://creativecommons.org/licenses/by/3.0,118,721351,345948,1
Intelligence,Elsevier BV,0160-2896,2015,http://creativecommons.org/licenses/by/4.0,118,721351,345948,2
Intelligence,Elsevier BV,0160-2896,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,118,721351,345948,2
Intelligence,Elsevier BV,0160-2896,2016,http://creativecommons.org/licenses/by/4.0,97,746980,363208,4
Intelligence,Elsevier BV,0160-2896,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,97,746980,363208,2
Intelligence,Elsevier BV,0160-2896,2017,http://creativecommons.org/licenses/by/4.0,87,792782,395929,4
Intelligence,Elsevier BV,0160-2896,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,87,792782,395929,1
Intelligent Service Robotics,Springer Nature,1861-2776,2013,NA,15,682920,141074,NA
Intelligent Service Robotics,Springer Nature,1861-2776,2014,NA,22,708693,150822,NA
Intelligent Service Robotics,Springer Nature,1861-2776,2015,NA,25,721351,153820,NA
Intelligent Service Robotics,Springer Nature,1861-2776,2016,NA,22,746980,160585,NA
Intelligent Service Robotics,Springer Nature,1861-2776,2017,http://creativecommons.org/licenses/by/4.0,32,792782,162006,1
Intensive Care Medicine,Springer Nature,0342-4642,2013,NA,412,682920,141074,NA
Intensive Care Medicine,Springer Nature,0342-4642,2014,NA,411,708693,150822,NA
Intensive Care Medicine,Springer Nature,0342-4642,2015,http://creativecommons.org/licenses/by-nc/4.0,530,721351,153820,1
Intensive Care Medicine,Springer Nature,0342-4642,2016,http://creativecommons.org/licenses/by/4.0,463,746980,160585,2
Intensive Care Medicine,Springer Nature,0342-4642,2016,http://creativecommons.org/licenses/by-nc/4.0,463,746980,160585,14
Intensive Care Medicine,Springer Nature,0342-4642,2017,http://creativecommons.org/licenses/by-nc/4.0,390,792782,162006,31
Interface Focus,The Royal Society,2042-8898,2013,NA,73,682920,1218,NA
Interface Focus,The Royal Society,2042-8898,2014,NA,63,708693,1290,NA
Interface Focus,The Royal Society,2042-8898,2015,NA,78,721351,1303,NA
Interface Focus,The Royal Society,2042-8898,2016,http://creativecommons.org/licenses/by/4.0,78,746980,1486,3
Interface Focus,The Royal Society,2042-8898,2017,NA,81,792782,1280,NA
Intermetallics,Elsevier BV,0966-9795,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,293,682920,323264,2
Intermetallics,Elsevier BV,0966-9795,2013,http://creativecommons.org/licenses/by-nc-sa/3.0,293,682920,323264,1
Intermetallics,Elsevier BV,0966-9795,2014,http://creativecommons.org/licenses/by/3.0,255,708693,333938,1
Intermetallics,Elsevier BV,0966-9795,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,255,708693,333938,2
Intermetallics,Elsevier BV,0966-9795,2015,NA,208,721351,345948,NA
Intermetallics,Elsevier BV,0966-9795,2016,http://creativecommons.org/licenses/by/4.0,152,746980,363208,1
Intermetallics,Elsevier BV,0966-9795,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,224,792782,395929,2
Internal and Emergency Medicine,Springer Nature,1828-0447,2013,NA,138,682920,141074,NA
Internal and Emergency Medicine,Springer Nature,1828-0447,2014,NA,141,708693,150822,NA
Internal and Emergency Medicine,Springer Nature,1828-0447,2015,NA,195,721351,153820,NA
Internal and Emergency Medicine,Springer Nature,1828-0447,2016,http://creativecommons.org/licenses/by/4.0,219,746980,160585,5
Internal and Emergency Medicine,Springer Nature,1828-0447,2017,http://creativecommons.org/licenses/by/4.0,182,792782,162006,6
International Advances in Economic Research,Springer Nature,1083-0898,2013,NA,59,682920,141074,NA
International Advances in Economic Research,Springer Nature,1083-0898,2014,NA,55,708693,150822,NA
International Advances in Economic Research,Springer Nature,1083-0898,2015,NA,50,721351,153820,NA
International Advances in Economic Research,Springer Nature,1083-0898,2016,http://creativecommons.org/licenses/by/4.0,67,746980,160585,1
International Advances in Economic Research,Springer Nature,1083-0898,2017,http://creativecommons.org/licenses/by/4.0,39,792782,162006,6
International Archives of Allergy and Immunology,S. Karger AG,1018-2438,2013,http://creativecommons.org/licenses/by/3.0,218,682920,1648,2
International Archives of Allergy and Immunology,S. Karger AG,1018-2438,2013,http://creativecommons.org/licenses/by-nc/3.0,218,682920,1648,2
International Archives of Allergy and Immunology,S. Karger AG,1018-2438,2014,http://creativecommons.org/licenses/by-nc/3.0,115,708693,1362,2
International Archives of Allergy and Immunology,S. Karger AG,1018-2438,2015,http://creativecommons.org/licenses/by-nc/3.0,113,721351,1438,4
International Archives of Allergy and Immunology,S. Karger AG,1018-2438,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,113,721351,1438,6
International Archives of Allergy and Immunology,S. Karger AG,1018-2438,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,108,746980,1347,8
International Archives of Allergy and Immunology,S. Karger AG,1018-2438,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,82,792782,1197,20
International Archives of Allergy and Immunology,S. Karger AG,1423-0097,2013,http://creativecommons.org/licenses/by/3.0,218,682920,1648,2
International Archives of Allergy and Immunology,S. Karger AG,1423-0097,2013,http://creativecommons.org/licenses/by-nc/3.0,218,682920,1648,2
International Archives of Allergy and Immunology,S. Karger AG,1423-0097,2014,http://creativecommons.org/licenses/by-nc/3.0,115,708693,1362,2
International Archives of Allergy and Immunology,S. Karger AG,1423-0097,2015,http://creativecommons.org/licenses/by-nc/3.0,113,721351,1438,4
International Archives of Allergy and Immunology,S. Karger AG,1423-0097,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,113,721351,1438,6
International Archives of Allergy and Immunology,S. Karger AG,1423-0097,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,108,746980,1347,8
International Archives of Allergy and Immunology,S. Karger AG,1423-0097,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,82,792782,1197,20
International Archives of Occupational and Environmental Health,Springer Nature,0340-0131,2013,NA,84,682920,141074,NA
International Archives of Occupational and Environmental Health,Springer Nature,0340-0131,2014,NA,89,708693,150822,NA
International Archives of Occupational and Environmental Health,Springer Nature,0340-0131,2015,NA,96,721351,153820,NA
International Archives of Occupational and Environmental Health,Springer Nature,0340-0131,2016,http://creativecommons.org/licenses/by/4.0,80,746980,160585,18
International Archives of Occupational and Environmental Health,Springer Nature,0340-0131,2017,http://creativecommons.org/licenses/by/4.0,96,792782,162006,29
International Biodeterioration & Biodegradation,Elsevier BV,0964-8305,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,316,682920,323264,4
International Biodeterioration & Biodegradation,Elsevier BV,0964-8305,2014,http://creativecommons.org/licenses/by/3.0,326,708693,333938,1
International Biodeterioration & Biodegradation,Elsevier BV,0964-8305,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,326,708693,333938,1
International Biodeterioration & Biodegradation,Elsevier BV,0964-8305,2015,NA,283,721351,345948,NA
International Biodeterioration & Biodegradation,Elsevier BV,0964-8305,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,308,746980,363208,1
International Biodeterioration & Biodegradation,Elsevier BV,0964-8305,2017,http://creativecommons.org/licenses/by/4.0,355,792782,395929,1
International Business Review,Elsevier BV,0969-5931,2013,NA,87,682920,323264,NA
International Business Review,Elsevier BV,0969-5931,2014,http://creativecommons.org/licenses/by/3.0,109,708693,333938,3
International Business Review,Elsevier BV,0969-5931,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,109,708693,333938,1
International Business Review,Elsevier BV,0969-5931,2015,http://creativecommons.org/licenses/by/3.0,100,721351,345948,1
International Business Review,Elsevier BV,0969-5931,2015,http://creativecommons.org/licenses/by/4.0,100,721351,345948,1
International Business Review,Elsevier BV,0969-5931,2015,http://creativecommons.org/licenses/by-nc-nd/3.0,100,721351,345948,1
International Business Review,Elsevier BV,0969-5931,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,100,721351,345948,2
International Business Review,Elsevier BV,0969-5931,2016,http://creativecommons.org/licenses/by/4.0,125,746980,363208,1
International Business Review,Elsevier BV,0969-5931,2017,http://creativecommons.org/licenses/by/4.0,123,792782,395929,2
International Economics and Economic Policy,Springer Nature,1612-4804,2013,NA,36,682920,141074,NA
International Economics and Economic Policy,Springer Nature,1612-4804,2014,NA,45,708693,150822,NA
International Economics and Economic Policy,Springer Nature,1612-4804,2015,NA,25,721351,153820,NA
International Economics and Economic Policy,Springer Nature,1612-4804,2016,http://creativecommons.org/licenses/by/4.0,37,746980,160585,2
International Economics and Economic Policy,Springer Nature,1612-4804,2017,http://creativecommons.org/licenses/by/4.0,35,792782,162006,8
International Entrepreneurship and Management Journal,Springer Nature,1554-7191,2013,NA,48,682920,141074,NA
International Entrepreneurship and Management Journal,Springer Nature,1554-7191,2014,NA,61,708693,150822,NA
International Entrepreneurship and Management Journal,Springer Nature,1554-7191,2015,http://creativecommons.org/licenses/by/4.0,26,721351,153820,1
International Entrepreneurship and Management Journal,Springer Nature,1554-7191,2016,http://creativecommons.org/licenses/by/4.0,51,746980,160585,5
International Entrepreneurship and Management Journal,Springer Nature,1554-7191,2017,http://creativecommons.org/licenses/by/4.0,58,792782,162006,5
"International Environmental Agreements: Politics, Law and Economics",Springer Nature,1567-9764,2013,NA,30,682920,141074,NA
"International Environmental Agreements: Politics, Law and Economics",Springer Nature,1567-9764,2014,NA,36,708693,150822,NA
"International Environmental Agreements: Politics, Law and Economics",Springer Nature,1567-9764,2015,http://creativecommons.org/licenses/by/4.0,42,721351,153820,2
"International Environmental Agreements: Politics, Law and Economics",Springer Nature,1567-9764,2016,http://creativecommons.org/licenses/by/4.0,23,746980,160585,6
"International Environmental Agreements: Politics, Law and Economics",Springer Nature,1567-9764,2017,http://creativecommons.org/licenses/by/4.0,41,792782,162006,13
International Immunopharmacology,Elsevier BV,1567-5769,2013,http://creativecommons.org/licenses/by/3.0,366,682920,323264,1
International Immunopharmacology,Elsevier BV,1567-5769,2013,http://creativecommons.org/licenses/by-nc-nd/3.0,366,682920,323264,1
International Immunopharmacology,Elsevier BV,1567-5769,2014,http://creativecommons.org/licenses/by-nc-nd/3.0,400,708693,333938,6
International Immunopharmacology,Elsevier BV,1567-5769,2014,http://creativecommons.org/licenses/by-nc-sa/3.0,400,708693,333938,1
International Immunopharmacology,Elsevier BV,1567-5769,2015,http://creativecommons.org/licenses/by/4.0,514,721351,345948,1
International Immunopharmacology,Elsevier BV,1567-5769,2015,http://creativecommons.org/licenses/by-nc-nd/4.0,514,721351,345948,6
International Immunopharmacology,Elsevier BV,1567-5769,2016,http://creativecommons.org/licenses/by/4.0,432,746980,363208,3
International Immunopharmacology,Elsevier BV,1567-5769,2016,http://creativecommons.org/licenses/by-nc-nd/4.0,432,746980,363208,4
International Immunopharmacology,Elsevier BV,1567-5769,2017,http://creativecommons.org/licenses/by/4.0,376,792782,395929,1
International Immunopharmacology,Elsevier BV,1567-5769,2017,http://creativecommons.org/licenses/by-nc-nd/4.0,376,792782,395929,2
International Journal for Numerical and Analytical Methods in Geomechanics,Wiley-Blackwell,0363-9061,2013,NA,90,682920,99595,NA
International Journal for Numerical and Analytical Methods in Geomechanics,Wiley-Blackwell,0363-9061,2014,NA,93,708693,103031,NA
International Journal for Numerical and Analytical Methods in Geomechanics,Wiley-Blackwell,0363-9061,2015,NA,112,721351,105631,NA
International Journal for Numerical and Analytical Methods in Geomechanics,Wiley-Blackwell,0363-9061,2016,http://creativecommons.org/licenses/by/4.0,126,746980,108251,1
International Journal for Numerical and Analytical Methods in Geomechanics,Wiley-Blackwell,0363-9061,2016,http://creativecommons.org/licenses/by-nc/4.0,126,746980,108251,1
